params,mean_test_score,std_test_score,rank_test_score
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 18}",0.8983957219251337,0.008284456355523885,27
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 18}",0.8983957219251337,0.008284456355523885,27
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 18}",0.8983957219251337,0.008284456355523885,27
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.8980392156862745,0.009918308551332293,30
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.8980392156862745,0.009918308551332293,30
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.8980392156862745,0.009918308551332293,30
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.8980392156862745,0.009918308551332293,30
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.8980392156862745,0.009918308551332293,30
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 14}",0.8980392156862745,0.008160800814445323,30
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.8980392156862745,0.009918308551332293,30
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.8980392156862745,0.009918308551332293,30
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 14}",0.8980392156862745,0.008160800814445323,30
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 14}",0.8980392156862745,0.008160800814445323,30
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.8980392156862745,0.009918308551332293,30
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.8980392156862745,0.009918308551332293,30
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 14}",0.8976827094474154,0.010430473325010887,42
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 18}",0.8976827094474154,0.009200347879189977,42
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 16}",0.8976827094474154,0.009539456798759094,42
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 18}",0.8976827094474154,0.009200347879189977,42
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 14}",0.8976827094474154,0.010430473325010887,42
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 18}",0.8976827094474154,0.008630102272306749,42
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 18}",0.8976827094474154,0.009200347879189977,42
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 14}",0.8976827094474154,0.010430473325010887,42
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 16}",0.897326203208556,0.009131014955340942,50
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 16}",0.897326203208556,0.009131014955340942,50
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 16}",0.897326203208556,0.009131014955340942,50
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 16}",0.897326203208556,0.00848155240882016,50
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 16}",0.897326203208556,0.00848155240882016,50
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 16}",0.897326203208556,0.00848155240882016,50
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 14}",0.8969696969696971,0.009918308551332317,56
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 16}",0.8969696969696969,0.01017136728533841,57
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 16}",0.8969696969696969,0.01017136728533841,57
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 16}",0.8969696969696969,0.01017136728533841,57
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 12}",0.8969696969696969,0.012972125061433306,57
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 18}",0.8966131907308379,0.010208785071854779,61
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 18}",0.8966131907308379,0.010208785071854779,61
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 16}",0.8966131907308379,0.00982819875371852,61
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 18}",0.8966131907308379,0.010208785071854779,61
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 18}",0.8966131907308379,0.010208785071854779,61
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 16}",0.8966131907308377,0.010020298982214054,66
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 18}",0.8966131907308377,0.010575684117070494,66
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 18}",0.8966131907308377,0.01121720693230109,66
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 12}",0.8966131907308377,0.01412592709886556,66
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 18}",0.8966131907308377,0.01121720693230109,66
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 12}",0.8966131907308377,0.01412592709886556,66
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 18}",0.8966131907308377,0.01121720693230109,66
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 12}",0.8966131907308377,0.01412592709886556,66
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8966131907308377,0.01027084512719283,66
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.8962566844919786,0.012824317824317245,75
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 6}",0.8962566844919786,0.015515190835642732,75
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 6}",0.8962566844919786,0.015515190835642732,75
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.8962566844919786,0.012824317824317245,75
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 14}",0.8962566844919786,0.007679379404113375,75
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.8962566844919786,0.012824317824317245,75
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 14}",0.8962566844919786,0.007679379404113375,75
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 14}",0.8962566844919786,0.007679379404113375,75
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 6}",0.8962566844919786,0.015515190835642732,75
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 14}",0.8962566844919785,0.007679379404113375,84
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 4}",0.8959001782531194,0.0103693686789654,85
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 14}",0.8959001782531194,0.0103693686789654,85
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 12}",0.8959001782531194,0.0103693686789654,85
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 8}",0.8959001782531194,0.0103693686789654,85
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 10}",0.8959001782531194,0.0103693686789654,85
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 2}",0.8959001782531194,0.0103693686789654,85
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 7, 'min_samples_split': 6}",0.8959001782531194,0.0103693686789654,85
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 12}",0.8955436720142602,0.015400079191768376,92
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 12}",0.8951871657754011,0.01189897987043041,93
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 12}",0.8951871657754011,0.01189897987043041,93
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 12}",0.8951871657754011,0.01189897987043041,93
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 14}",0.895187165775401,0.013963034600760182,96
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 14}",0.895187165775401,0.013963034600760182,96
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 14}",0.895187165775401,0.013963034600760182,96
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.894830659536542,0.010146345433695322,99
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.894830659536542,0.010146345433695322,99
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.894830659536542,0.010146345433695322,99
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 16}",0.8948306595365418,0.010020298982214055,102
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 12}",0.8948306595365418,0.01127371714855035,102
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 16}",0.8948306595365418,0.010020298982214055,102
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 12}",0.8948306595365418,0.01127371714855035,102
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 12}",0.8948306595365418,0.01127371714855035,102
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 16}",0.8948306595365418,0.010020298982214055,102
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 2}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 12}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 14}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 6}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 4}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 2}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 4}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 8}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 6}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 10}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 14}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 8}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 7, 'min_samples_split': 10}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 7, 'min_samples_split': 12}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 8}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 4}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 6}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 2}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 14}",0.8944741532976828,0.012318825342724436,108
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 12}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 14}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 14}",0.8944741532976828,0.012318825342724436,108
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 14}",0.8944741532976828,0.012318825342724436,108
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 7, 'min_samples_split': 10}",0.8944741532976828,0.010778050950325097,108
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.8941176470588236,0.012173526616017007,132
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 6}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 8}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 4}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.8941176470588236,0.01268481060581618,132
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.8941176470588236,0.014152893576669684,132
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.8941176470588236,0.014152893576669684,132
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 8}",0.8941176470588236,0.014152893576669684,132
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 6}",0.8941176470588236,0.014152893576669684,132
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 4}",0.8941176470588236,0.014152893576669684,132
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.8941176470588236,0.01268481060581618,132
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 6}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 4}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 8}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.8941176470588236,0.01268481060581618,132
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 4}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 6}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 8}",0.8941176470588236,0.013367795550269285,132
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 16}",0.8937611408199644,0.013742841545380668,156
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.8937611408199644,0.01428696250232721,156
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.8937611408199644,0.01428696250232721,156
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.8937611408199644,0.01428696250232721,156
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 16}",0.8937611408199644,0.013742841545380668,156
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 16}",0.8937611408199644,0.013742841545380668,156
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 16}",0.8934046345811051,0.010171367285338424,162
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 8}",0.8934046345811051,0.014143910463370673,162
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8934046345811051,0.014366803336620212,162
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8934046345811051,0.014366803336620212,162
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 8}",0.8934046345811051,0.014143910463370673,162
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 16}",0.8934046345811051,0.010171367285338424,162
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 16}",0.8934046345811051,0.010171367285338424,162
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8934046345811051,0.014366803336620212,162
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 8}",0.8934046345811051,0.014143910463370673,162
"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.8930481283422461,0.012903359052302192,171
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 14}",0.8930481283422461,0.012704833997294452,171
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 14}",0.8930481283422461,0.012704833997294452,171
"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.8930481283422461,0.012903359052302192,171
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 14}",0.8930481283422461,0.012704833997294452,171
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.8930481283422461,0.012903359052302192,171
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.8930481283422459,0.013147300473857966,177
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.8930481283422459,0.013147300473857966,177
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.8930481283422459,0.013147300473857966,177
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.8930481283422459,0.013147300473857966,177
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.8930481283422459,0.013147300473857966,177
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.8930481283422459,0.013147300473857966,177
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 2}",0.8930481283422459,0.013147300473857966,177
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 6}",0.8930481283422459,0.013147300473857966,177
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 3, 'min_samples_split': 4}",0.8930481283422459,0.013147300473857966,177
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.8926916221033869,0.01907891359751824,186
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.8926916221033869,0.01907891359751824,186
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 4}",0.8926916221033869,0.01907891359751824,186
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 12}",0.8926916221033867,0.01619653004149811,189
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 12}",0.8926916221033867,0.01619653004149811,189
"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 12}",0.8926916221033867,0.014410968222037598,189
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 12}",0.8926916221033867,0.01619653004149811,189
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 16}",0.8919786096256684,0.012482810267387952,193
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 18}",0.8919786096256684,0.014507657717915004,193
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 16}",0.8919786096256684,0.012482810267387952,193
"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 18}",0.8919786096256684,0.014507657717915004,193
"{'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 18}",0.8919786096256684,0.014507657717915004,193
"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 16}",0.8919786096256684,0.012482810267387952,193
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 16}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 14}",0.8919786096256683,0.008019409539537947,199
"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 9, 'min_samples_split': 2}",0.8919786096256683,0.008019409539537947,199
